iter	MultiClass
149	0.01105207127
150	0.01087105261
151	0.01070646257
152	0.01060800699
153	0.01042602698
154	0.01022419166
155	0.01013687804
156	0.009998217489
157	0.009906402718
158	0.009794124771
159	0.009738275863
160	0.00966932469
161	0.009586463917
162	0.009425842021
163	0.009263602658
164	0.009163087203
165	0.009074613753
166	0.008993148734
167	0.008928636076
168	0.008742156685
169	0.008595732728
170	0.00852025459
171	0.008459922291
172	0.00832351792
173	0.008249739638
174	0.008132612051
175	0.008060415331
176	0.007985333244
177	0.007962288588
178	0.00782777045
179	0.007777419333
180	0.007734150549
181	0.00766298171
182	0.007620118742
183	0.007538690723
184	0.007398980587
185	0.007335985694
186	0.007291806997
187	0.00724269775
188	0.007140142698
189	0.007080700972
190	0.006982046364
191	0.006953089878
192	0.006908739564
193	0.006776937935
194	0.006703323136
195	0.006649082868
196	0.006594722871
197	0.006540235449
198	0.006485277023
199	0.00645335841
200	0.006350544289
201	0.006272463347
202	0.006180975099
203	0.006134650624
204	0.006083774258
205	0.006026218826
206	0.005946455543
207	0.005866309639
208	0.005837603306
209	0.005805485095
210	0.005760817697
211	0.005715296172
212	0.005686753636
213	0.005628865719
214	0.005608199346
215	0.005533801497
216	0.005483023152
217	0.005435086382
218	0.00536546424
219	0.00531320506
220	0.005251445138
221	0.005203673931
222	0.005166126014
223	0.005124123929
224	0.005078433549
225	0.005044612731
226	0.005001697529
227	0.00496333131
228	0.004922801744
229	0.004889656302
230	0.004851847777
231	0.00482095843
232	0.004792811189
233	0.004714866057
234	0.004657357114
235	0.004624385179
236	0.004589022379
237	0.004533542305
238	0.004498273857
239	0.004466978802
240	0.004432694309
241	0.004408478557
242	0.004384510973
243	0.004358399821
244	0.004336837361
245	0.004287168488
246	0.004255985053
247	0.004240531105
248	0.004179854565
249	0.00415132467
250	0.004106615825
251	0.004057762477
252	0.004029098305
253	0.004009368503
254	0.003971429931
255	0.003956802121
256	0.003928911173
257	0.003904908739
258	0.003885885044
259	0.003849251589
260	0.003826786303
261	0.003785640052
262	0.003757779292
263	0.003728468706
264	0.003704685641
265	0.003675531505
266	0.003657325326
267	0.003623180745
268	0.003601233073
269	0.003580929641
270	0.003552938143
271	0.003541289428
272	0.003527967997
273	0.003487026093
274	0.003458325767
275	0.00344271373
276	0.003422708761
277	0.003397414989
278	0.003376608596
279	0.003354641901
280	0.003331703469
281	0.003317958938
282	0.003297208601
283	0.003283679799
284	0.003253506718
285	0.003225105199
286	0.003209530766
287	0.003195075074
288	0.003173240974
289	0.003149654718
290	0.003130080436
291	0.003114557032
292	0.00308578306
293	0.003053827708
294	0.003045167688
295	0.003023628065
296	0.003010103171
297	0.002986760603
298	0.002966575844
299	0.002952150886
300	0.002928388502
301	0.002910033231
302	0.002880783821
303	0.002868081873
304	0.002848214585
305	0.002815423986
306	0.002800657212
307	0.002785119696
308	0.002761347333
309	0.002749299333
310	0.002737099925
311	0.002719653844
312	0.002712630333
313	0.002701024723
314	0.002688801475
315	0.002682910499
316	0.002674246908
317	0.002666984628
318	0.002658984331
319	0.00262829926
320	0.002617673719
321	0.002596476109
322	0.002567346726
323	0.002556827505
324	0.002552377757
325	0.002531567596
326	0.00251269202
327	0.002496773106
328	0.002483523362
329	0.002469037352
330	0.002460378143
331	0.002446421365
332	0.002438519891
333	0.002431490647
334	0.00242425703
335	0.002403258927
336	0.002380246557
337	0.002374040642
338	0.002354077364
339	0.002345772556
340	0.002324812468
341	0.00230993388
342	0.002296720263
343	0.00226919475
344	0.002249727507
345	0.002243584967
346	0.002238182062
347	0.002227612987
348	0.002220379686
349	0.002200920259
350	0.002191068781
351	0.002184947126
352	0.002180203342
353	0.002166680392
354	0.002162348387
355	0.002152410911
356	0.002126627449
357	0.002119625087
358	0.002096194252
359	0.002085274556
360	0.002076348054
361	0.002058601866
362	0.002050287745
363	0.002045776043
364	0.002037288135
365	0.002030435753
366	0.001980510338
367	0.001960311378
368	0.001950487063
369	0.001941320376
370	0.001930885446
371	0.001921275724
372	0.00191554676
373	0.001906668476
374	0.001900301769
375	0.001884086409
376	0.00186507863
377	0.001857901214
378	0.001847922441
379	0.001841953159
380	0.001835830036
381	0.001819766255
382	0.001800082734
383	0.001794596182
384	0.001780388795
385	0.00177256452
386	0.001760620785
387	0.001752981654
388	0.001741867998
389	0.001734403803
390	0.001723522415
391	0.001718373566
392	0.001713619235
393	0.001709970341
394	0.001693950516
395	0.001687059857
396	0.001677508716
397	0.001672862209
398	0.001664657074
399	0.001648722147
400	0.001642911578
401	0.001627960848
402	0.001617070173
403	0.001606916864
404	0.001598468224
405	0.001587801034
406	0.001584470824
407	0.001578695554
408	0.00157510471
409	0.001568668008
410	0.001564565563
411	0.001546940757
412	0.001542422373
413	0.001537566556
414	0.001528625435
415	0.001521549941
416	0.001517084262
417	0.00150971731
418	0.001503511221
419	0.001495467019
420	0.001493816721
421	0.001486217002
422	0.001482693392
423	0.00147407924
424	0.001460790398
425	0.001458927596
426	0.001455160463
427	0.001453077557
428	0.00144930591
429	0.001442043557
430	0.001436607667
431	0.001433683674
432	0.001431082333
433	0.001426610224
434	0.001421560861
435	0.001418344664
436	0.001415088865
437	0.001409716735
438	0.001408441238
439	0.001394995492
440	0.001389590777
441	0.001383862303
442	0.001380520611
443	0.001374446939
444	0.001367119992
445	0.001365447468
446	0.001360700158
447	0.001355016514
448	0.001345692316
449	0.001339255101
450	0.001331910286
451	0.001330785953
452	0.001328626767
453	0.001320729298
454	0.001317713924
455	0.00130745516
456	0.001305002473
457	0.001303315569
458	0.001300791314
459	0.001296515381
460	0.001293166002
461	0.001279182711
462	0.001274245844
463	0.00126431059
464	0.001263550273
465	0.001260519674
466	0.001255959193
467	0.001254793316
468	0.001251522314
469	0.001240750761
470	0.001239045877
471	0.001238029738
472	0.001234929781
473	0.001233610071
474	0.001232497815
475	0.001228449731
476	0.001221744276
477	0.001219476617
478	0.001213883518
479	0.001203727032
480	0.001202175301
481	0.0012004427
482	0.001193367391
483	0.001188197202
484	0.001186144588
485	0.001183122248
486	0.001181556342
487	0.001180680566
488	0.00117239353
489	0.001169576757
490	0.001163565407
491	0.001157198975
492	0.001152134004
493	0.001146680235
494	0.001138399808
495	0.00113252639
496	0.001129329894
497	0.001125016904
498	0.001121092565
499	0.001118969738
